"report-file-1"
"Iteration" "lift-5"
("Iteration" "lift-5")
10 0.3020697469911336
20 0.47579683630494
30 0.5355136657701457
40 0.554594038587636
50 0.5604489666537814
60 0.5605858254282831
70 0.5575991494297619
80 0.5526941256526144
90 0.5466756245600232
100 0.5401710800543598
110 0.533578434498159
120 0.5271612658081281
130 0.521108891130853
140 0.5155389296829176
150 0.5105327197461833
160 0.5061166198265085
170 0.5023108609446764
180 0.4991435887448351
190 0.4966136672824766
200 0.494691976233988
210 0.493336058999887
220 0.492502078381391
230 0.4921436222867908
240 0.4922098908918272
250 0.4926484871259063
260 0.4934108205241937
270 0.4944537239866704
280 0.4957376886463034
290 0.4972288230405936
300 0.4988966750204481
310 0.5007105446537738
320 0.5026316457490184
330 0.5046120010528012
340 0.5066008669409393
350 0.5085467585311808
360 0.5104059918250612
370 0.5121447709782381
380 0.5137449444819602
390 0.5152009155954876
400 0.5165029677186088
410 0.5176502073152333
420 0.518651460840992
430 0.519518887829173
440 0.5202661086659882
450 0.5209079184803548
460 0.5214591260997916
470 0.5219334627961181
480 0.5223437953765105
490 0.5227011033849158
500 0.5230155538656592
510 0.5232966077724551
520 0.5235513319781653
530 0.5237836097071071
540 0.5239962440686297
550 0.5241921588666673
560 0.5243739567667605
570 0.524543991634881
580 0.5247038882361649
590 0.5248547702127885
600 0.5249977000674805
610 0.5251334220645826
620 0.5252624444555203
630 0.5253852349131559
640 0.5255021025047265
650 0.5256133253938774
660 0.5257190891594654
670 0.5258196952627313
680 0.5259154497707883
690 0.52600663930141
700 0.5260935880152711
710 0.5261766037220018
720 0.5262559500149275
730 0.5263318447199623
740 0.5264045057366833
750 0.5264741471401398
760 0.5265409290679598
770 0.5266050295606106
780 0.5266666473241769
790 0.5267259182625607
800 0.5267829201750828
810 0.5268377519450128
820 0.5268905034860321
830 0.5269412581324594
840 0.5269900767803558
850 0.5270370212627853
860 0.5270821673576009
870 0.5271255608992468
880 0.527167231012896
890 0.5272072134146913
900 0.5272455509761143
910 0.5272822932391437
920 0.5273174876110353
930 0.5273511740230054
940 0.5273833924201524
950 0.5274141767151669
960 0.5274435756522691
970 0.5274716464028287
980 0.527498440823305
990 0.527524006838514
1000 0.527548398725893
